Client_ID,Company_Name,Industry,Region,Plan,Lead_Source,Account_Age_Months,Contract_Length_Months,Monthly_Usage_Score,Support_Tickets_Last30Days,Payment_Delay_Days,Monthly_Revenue_USD,Last_Renewal_Date,Churn_Probability,Risk_Category,Renewal_Status
CL02589,Omni Solutions,Manufacturing,East,Enterprise,Outbound,26,24,83.0,9,5,7709.17,2025-04-19,0.064,Low,Yes
CL02590,Green Technologies,Logistics,North,Premium,Inbound,50,36,70.7,7,4,3863.08,2024-12-26,0.02,Low,No
CL02591,Sky Enterprises,Telecom,North,Enterprise,Outbound,17,24,65.3,9,10,15579.87,2025-06-25,0.094,Low,Yes
CL02592,Green Services,Telecom,West,Premium,Partner,8,36,57.3,7,22,3954.22,2024-06-11,0.073,Low,Yes
CL02593,Sky Technologies,Finance,West,Standard,Outbound,27,12,41.9,5,8,2541.37,2025-01-10,0.231,Medium,Yes
CL02594,Pioneer Systems,Finance,Central,Standard,Referral,9,6,61.2,3,16,2958.04,2025-08-06,0.275,Medium,Yes
CL02595,Nova Systems,IT Services,North,Basic,Partner,40,6,32.1,1,5,1580.62,2026-01-13,0.238,Medium,No
CL02596,Orion Services,Education,Central,Basic,Partner,22,3,36.1,6,12,1714.57,2025-01-18,0.738,High,No
CL02597,Apex Systems,Manufacturing,North,Premium,Referral,34,36,66.2,9,18,3715.69,2025-06-01,0.072,Low,Yes
CL02598,Nova Technologies,Retail,North,Standard,Referral,33,24,78.4,11,5,2104.83,2025-01-06,0.075,Low,Yes
CL02599,Crest Networks,Manufacturing,Central,Premium,Event,19,24,66.8,4,4,3030.86,2025-03-15,0.062,Low,Yes
CL02600,Crest Manufacturing,IT Services,South,Premium,Partner,36,24,58.3,3,22,3265.53,2025-02-28,0.148,Low,No
CL02601,Sky Systems,Logistics,West,Standard,Outbound,30,12,35.5,6,17,2370.12,2025-07-19,0.392,High,Yes
CL02602,Crest Technologies,IT Services,North,Standard,Inbound,6,24,52.7,4,12,2054.35,2025-06-18,0.131,Low,Yes
CL02603,Blue Healthcare,Education,East,Standard,Referral,17,12,46.6,3,22,1385.48,2024-03-03,0.36,High,Yes
CL02604,Apex Manufacturing,Healthcare,Central,Standard,Inbound,6,12,25.5,6,25,2095.02,2024-04-27,0.828,High,Yes
CL02605,Orion Systems,IT Services,South,Enterprise,Referral,42,36,69.4,5,8,6466.82,2025-09-04,0.017,Low,Yes
CL02606,Sky Networks,Finance,West,Standard,Inbound,27,24,57.6,8,4,2635.0,2024-06-23,0.142,Low,Yes
CL02607,Nova Technologies,IT Services,North,Premium,Referral,10,24,61.6,12,17,3267.62,2025-09-10,0.221,Medium,No
CL02608,Sky Industries,Manufacturing,East,Enterprise,Inbound,6,48,84.6,5,4,7028.45,2025-10-14,0.005,Low,Yes
CL02609,Nova Enterprises,Logistics,South,Enterprise,Inbound,34,36,56.3,1,32,8814.25,2026-01-09,0.046,Low,Yes
CL02610,Pioneer Holdings,IT Services,North,Enterprise,Inbound,43,24,86.1,4,13,8587.7,2025-10-13,0.015,Low,Yes
CL02611,Apex Services,Telecom,South,Standard,Referral,20,12,66.0,3,29,2582.63,2025-03-22,0.27,Medium,Yes
CL02612,Pioneer Logistics,IT Services,North,Basic,Outbound,3,6,52.5,3,15,997.45,2024-07-30,0.535,High,Yes
CL02613,Orion Healthcare,Manufacturing,Central,Standard,Partner,1,12,32.2,8,12,2801.88,2024-05-30,0.5,High,Yes
CL02614,Orion Healthcare,Education,South,Standard,Outbound,16,6,51.8,3,41,2197.72,2025-11-26,0.585,High,Yes
CL02615,Vertex Manufacturing,Healthcare,South,Enterprise,Partner,12,24,66.0,7,17,8393.3,2024-12-07,0.124,Low,Yes
CL02616,Blue Logistics,IT Services,South,Premium,Outbound,26,12,51.1,6,27,4865.74,2024-04-05,0.55,High,No
CL02617,Quantum Services,Healthcare,South,Basic,Inbound,5,12,32.0,5,49,1209.42,2024-11-06,0.858,High,No
CL02618,Orion Healthcare,Manufacturing,West,Basic,Inbound,29,3,25.1,14,33,1366.49,2025-11-22,0.948,High,No
CL02619,Nova Technologies,Telecom,Central,Basic,Marketplace,5,6,51.0,10,76,1601.23,2025-04-12,0.906,High,No
CL02620,Pioneer Services,Healthcare,South,Premium,Referral,24,12,70.2,7,25,4007.04,2025-06-09,0.206,Medium,No
CL02621,Vertex Networks,Education,Central,Premium,Referral,26,12,46.2,7,6,3184.28,2024-08-30,0.198,Medium,Yes
CL02622,Blue Manufacturing,Energy,East,Enterprise,Inbound,36,48,62.3,2,10,7049.49,2024-03-12,0.012,Low,Yes
CL02623,Pioneer Manufacturing,Retail,North,Enterprise,Marketplace,28,24,67.4,5,15,6566.12,2025-12-27,0.071,Low,Yes
CL02624,Green Systems,Energy,West,Basic,Marketplace,28,3,33.1,7,7,1031.65,2024-04-21,0.495,High,Yes
CL02625,Quantum Healthcare,Healthcare,East,Standard,Inbound,10,6,64.1,3,22,2525.95,2026-02-25,0.39,High,Yes
CL02626,Apex Industries,Construction,East,Standard,Inbound,12,12,55.3,7,14,1995.54,2025-11-22,0.416,High,No
CL02627,Pioneer Systems,IT Services,Central,Standard,Inbound,27,12,56.6,8,13,2610.62,2024-05-21,0.371,High,No
CL02628,Quantum Networks,Logistics,South,Enterprise,Inbound,10,24,71.9,6,41,8953.81,2026-02-25,0.212,Medium,Yes
CL02629,Sky Systems,Retail,Central,Premium,Inbound,39,24,40.7,2,26,4167.07,2025-10-08,0.146,Low,Yes
CL02630,Nova Networks,Healthcare,West,Premium,Event,48,12,79.5,3,15,6098.06,2025-11-07,0.073,Low,Yes
CL02631,Blue Labs,Logistics,East,Standard,Partner,25,24,47.6,4,24,2305.76,2025-10-10,0.194,Medium,Yes
CL02632,Blue Enterprises,Logistics,East,Basic,Inbound,11,12,56.7,11,8,1107.35,2026-01-05,0.355,High,Yes
CL02633,Apex Logistics,IT Services,South,Basic,Inbound,29,12,43.4,4,63,1345.82,2025-09-01,0.747,High,No
CL02634,Vertex Logistics,Manufacturing,Central,Standard,Inbound,8,24,75.3,5,24,2736.41,2025-03-17,0.127,Low,Yes
CL02635,Pioneer Technologies,Logistics,West,Premium,Inbound,28,12,72.3,5,8,6847.44,2024-02-27,0.103,Low,No
CL02636,Green Labs,Logistics,North,Basic,Inbound,24,6,20.8,12,22,1297.62,2024-09-17,0.854,High,No
CL02637,Nova Networks,Construction,South,Premium,Referral,19,24,51.6,9,36,3838.46,2025-05-10,0.544,High,No
CL02638,Sky Healthcare,Education,East,Premium,Referral,14,12,58.0,11,25,4640.92,2024-10-11,0.528,High,No
CL02639,Sky Solutions,Construction,North,Standard,Inbound,13,12,36.5,5,20,1921.42,2024-12-22,0.604,High,No
CL02640,Sky Networks,Logistics,North,Premium,Event,34,12,60.5,9,24,4019.77,2024-05-15,0.391,High,No
CL02641,Blue Solutions,Manufacturing,South,Standard,Outbound,25,12,34.6,4,13,2590.51,2026-02-11,0.458,High,Yes
CL02642,Sky Services,IT Services,South,Premium,Inbound,4,24,68.1,3,26,3669.92,2024-05-20,0.149,Low,Yes
CL02643,Pioneer Industries,Education,South,Premium,Outbound,23,12,62.8,5,5,2543.05,2024-04-19,0.142,Low,Yes
CL02644,Nova Technologies,Logistics,South,Enterprise,Referral,11,12,63.0,10,12,9722.63,2025-04-28,0.274,Medium,Yes
CL02645,Green Industries,IT Services,North,Standard,Marketplace,9,12,79.3,6,22,2066.89,2025-05-25,0.231,Medium,Yes
CL02646,Quantum Logistics,Healthcare,West,Standard,Event,31,6,52.8,1,26,3261.91,2025-03-15,0.23,Medium,Yes
CL02647,Apex Solutions,Construction,East,Basic,Referral,34,12,22.2,3,8,984.79,2024-11-10,0.441,High,No
CL02648,Crest Healthcare,Finance,North,Basic,Partner,38,6,19.4,6,21,1344.38,2026-01-01,0.869,High,No
CL02649,Pioneer Enterprises,Retail,South,Premium,Outbound,29,24,62.7,5,17,2484.97,2024-11-03,0.101,Low,Yes
CL02650,Quantum Logistics,Retail,East,Enterprise,Marketplace,30,24,68.9,5,1,8699.36,2024-10-10,0.127,Low,Yes
CL02651,Vertex Manufacturing,Manufacturing,North,Standard,Outbound,17,6,60.4,6,21,2757.68,2026-01-16,0.461,High,Yes
CL02652,Pioneer Networks,Healthcare,North,Basic,Outbound,27,6,35.3,4,10,1458.23,2025-12-03,0.58,High,No
CL02653,Blue Holdings,Healthcare,North,Standard,Inbound,49,12,37.7,4,12,3074.69,2025-02-09,0.233,Medium,Yes
CL02654,Apex Labs,IT Services,West,Standard,Event,20,24,76.0,11,18,1648.49,2024-09-04,0.139,Low,Yes
CL02655,Sky Holdings,Education,West,Standard,Referral,9,12,53.2,4,12,1489.51,2024-05-31,0.184,Medium,Yes
CL02656,Quantum Healthcare,Retail,West,Standard,Partner,26,6,47.0,6,5,1662.46,2025-10-02,0.367,High,Yes
CL02657,Crest Networks,Telecom,West,Premium,Referral,30,12,69.0,9,8,4178.37,2025-08-10,0.12,Low,Yes
CL02658,Orion Manufacturing,Telecom,West,Basic,Marketplace,28,6,45.7,7,24,1075.24,2024-05-14,0.57,High,No
CL02659,Blue Services,Manufacturing,South,Standard,Referral,14,6,33.9,3,8,2652.78,2025-08-20,0.45,High,No
CL02660,Sky Solutions,Logistics,East,Premium,Marketplace,37,24,66.9,3,18,3971.79,2025-12-13,0.047,Low,Yes
CL02661,Nova Manufacturing,Retail,North,Standard,Inbound,25,24,44.6,5,18,2467.1,2024-04-07,0.113,Low,No
CL02662,Vertex Industries,Energy,East,Premium,Inbound,29,24,67.1,6,12,4852.66,2024-12-22,0.081,Low,Yes
CL02663,Blue Holdings,Manufacturing,West,Premium,Marketplace,7,24,54.1,11,20,2467.44,2024-12-21,0.324,Medium,Yes
CL02664,Pioneer Enterprises,Logistics,East,Premium,Marketplace,44,24,57.7,9,27,4947.21,2025-10-10,0.12,Low,Yes
CL02665,Quantum Logistics,Finance,South,Standard,Inbound,37,24,74.0,4,14,2425.17,2024-05-23,0.048,Low,Yes
CL02666,Blue Services,Manufacturing,South,Standard,Referral,15,6,65.8,4,12,3069.98,2024-06-16,0.225,Medium,Yes
CL02667,Nova Industries,IT Services,East,Enterprise,Inbound,29,36,38.5,4,9,6024.04,2024-12-02,0.099,Low,Yes
CL02668,Omni Networks,Logistics,West,Premium,Inbound,9,36,78.9,4,13,4469.88,2025-11-09,0.026,Low,Yes
CL02669,Omni Services,Education,Central,Standard,Inbound,41,6,47.1,5,24,2112.83,2026-02-16,0.476,High,Yes
CL02670,Orion Services,Healthcare,South,Basic,Inbound,3,6,28.5,6,69,1877.54,2025-03-31,0.969,High,No
CL02671,Green Solutions,Logistics,West,Basic,Referral,16,12,25.9,10,9,1224.38,2024-06-21,0.669,High,No
CL02672,Prime Healthcare,Healthcare,East,Basic,Partner,12,12,25.6,7,7,1587.75,2025-12-17,0.581,High,Yes
CL02673,Vertex Labs,Logistics,Central,Premium,Partner,22,12,56.8,8,5,2712.24,2024-06-24,0.167,Low,Yes
CL02674,Nova Technologies,Manufacturing,East,Basic,Referral,11,6,22.5,11,19,1222.01,2024-11-21,0.903,High,No
CL02675,Vertex Networks,Energy,East,Standard,Inbound,11,12,32.7,10,15,2071.1,2025-08-20,0.655,High,No
CL02676,Vertex Services,Manufacturing,East,Premium,Inbound,23,24,50.5,4,11,3729.24,2024-04-10,0.121,Low,No
CL02677,Blue Solutions,Healthcare,West,Standard,Partner,21,12,55.9,3,32,2463.77,2025-02-14,0.358,High,No
CL02678,Green Industries,IT Services,Central,Premium,Referral,49,12,68.6,13,33,3803.44,2024-12-20,0.206,Medium,Yes
CL02679,Pioneer Manufacturing,IT Services,North,Premium,Inbound,24,24,74.7,6,23,5227.85,2026-01-17,0.107,Low,Yes
CL02680,Crest Solutions,Finance,North,Standard,Outbound,31,12,53.2,8,12,3455.91,2025-03-31,0.266,Medium,No
CL02681,Sky Networks,Manufacturing,Central,Premium,Inbound,31,36,47.3,3,19,3097.18,2025-12-05,0.071,Low,Yes
CL02682,Pioneer Healthcare,Telecom,East,Premium,Partner,8,12,72.9,5,23,4900.16,2024-05-01,0.188,Medium,Yes
CL02683,Quantum Systems,IT Services,East,Standard,Partner,42,24,43.9,12,52,1604.98,2025-04-09,0.659,High,Yes
CL02684,Sky Industries,Healthcare,East,Basic,Referral,5,6,44.8,7,19,1623.83,2025-07-16,0.653,High,Yes
CL02685,Quantum Services,Healthcare,North,Standard,Inbound,46,12,38.0,4,16,2567.97,2024-06-16,0.26,Medium,Yes
CL02686,Apex Logistics,IT Services,West,Enterprise,Marketplace,31,48,69.8,7,7,8302.61,2025-11-07,0.023,Low,Yes
CL02687,Green Healthcare,IT Services,West,Premium,Referral,11,24,63.7,8,28,6750.89,2025-11-29,0.175,Low,Yes
CL02688,Sky Logistics,Retail,South,Basic,Event,30,3,43.1,4,51,1260.04,2025-07-05,0.721,High,No
CL02689,Omni Services,Retail,South,Premium,Partner,13,12,64.1,7,17,7945.69,2025-03-12,0.236,Medium,Yes
CL02690,Crest Systems,Retail,West,Standard,Partner,30,12,50.2,6,5,1735.44,2025-07-17,0.247,Medium,No
CL02691,Orion Systems,Finance,North,Premium,Outbound,7,24,88.6,2,9,3661.23,2024-09-22,0.019,Low,Yes
CL02692,Nova Technologies,Finance,Central,Premium,Outbound,16,36,44.0,4,43,5583.91,2024-05-17,0.253,Medium,Yes
CL02693,Pioneer Healthcare,IT Services,South,Standard,Marketplace,9,12,43.5,6,8,2474.51,2025-04-04,0.465,High,Yes
CL02694,Crest Holdings,Retail,East,Premium,Outbound,13,36,49.0,6,18,4983.44,2025-02-13,0.199,Medium,No
CL02695,Quantum Technologies,Construction,Central,Premium,Referral,13,24,37.8,10,22,2854.75,2025-01-03,0.356,High,Yes
CL02696,Green Healthcare,Finance,West,Premium,Inbound,18,36,57.4,8,4,6128.79,2024-07-13,0.084,Low,Yes
CL02697,Orion Labs,Logistics,South,Basic,Referral,9,3,46.3,4,10,1183.08,2024-07-14,0.518,High,Yes
CL02698,Prime Technologies,Healthcare,West,Enterprise,Partner,4,48,66.9,5,12,8180.49,2026-02-15,0.029,Low,Yes
CL02699,Blue Enterprises,Education,South,Enterprise,Inbound,34,24,66.0,2,18,5131.41,2026-01-03,0.045,Low,Yes
CL02700,Sky Systems,Education,South,Basic,Event,37,12,12.3,8,15,1365.46,2024-08-29,0.732,High,No
CL02701,Omni Technologies,Finance,Central,Standard,Partner,19,6,44.4,11,18,3143.14,2024-04-10,0.626,High,Yes
CL02702,Crest Services,Construction,West,Standard,Referral,27,12,41.5,7,28,2502.82,2024-10-21,0.498,High,No
CL02703,Orion Logistics,IT Services,East,Premium,Inbound,44,24,75.7,2,45,3170.53,2025-11-04,0.066,Low,Yes
CL02704,Prime Services,IT Services,South,Premium,Partner,15,36,47.9,3,2,4115.91,2024-08-08,0.046,Low,Yes
CL02705,Quantum Holdings,Education,North,Basic,Inbound,12,12,27.5,10,41,1007.89,2026-02-14,0.897,High,No
CL02706,Orion Services,Telecom,North,Enterprise,Marketplace,29,24,90.0,11,5,6531.35,2024-07-24,0.033,Low,Yes
CL02707,Quantum Manufacturing,IT Services,East,Basic,Partner,21,6,35.7,3,22,1598.07,2025-04-09,0.5,High,No
CL02708,Vertex Labs,Manufacturing,West,Premium,Referral,33,12,37.6,2,21,5301.69,2026-02-20,0.254,Medium,Yes
CL02709,Vertex Healthcare,IT Services,East,Standard,Event,35,6,71.4,4,3,1865.09,2024-05-31,0.145,Low,Yes
CL02710,Orion Enterprises,Manufacturing,West,Standard,Referral,13,6,59.8,4,8,2416.86,2024-07-20,0.183,Medium,Yes
CL02711,Pioneer Holdings,Education,North,Basic,Referral,25,6,43.4,9,27,1288.29,2025-05-03,0.785,High,No
CL02712,Pioneer Systems,Finance,South,Basic,Partner,26,6,18.1,12,17,2158.28,2025-09-25,0.858,High,Yes
CL02713,Orion Manufacturing,Healthcare,South,Premium,Event,18,36,82.1,1,13,5092.19,2025-07-23,0.025,Low,Yes
CL02714,Omni Logistics,Healthcare,South,Premium,Inbound,33,36,54.7,7,6,3224.91,2025-05-02,0.055,Low,Yes
CL02715,Quantum Services,IT Services,North,Basic,Outbound,14,3,34.9,8,8,1072.66,2025-01-06,0.772,High,No
CL02716,Pioneer Holdings,Manufacturing,Central,Basic,Outbound,42,3,27.6,2,10,1314.82,2025-09-22,0.664,High,Yes
CL02717,Orion Solutions,Logistics,South,Basic,Outbound,16,6,49.4,7,40,1425.89,2024-06-08,0.775,High,Yes
CL02718,Blue Logistics,Construction,Central,Premium,Outbound,48,12,56.8,10,13,3777.74,2024-08-23,0.249,Medium,No
CL02719,Sky Healthcare,Telecom,South,Premium,Outbound,7,12,72.8,4,4,4116.1,2025-09-25,0.149,Low,Yes
CL02720,Crest Manufacturing,IT Services,Central,Basic,Inbound,49,6,41.9,7,33,1637.82,2024-09-19,0.639,High,No
CL02721,Orion Technologies,Energy,East,Premium,Marketplace,30,24,59.9,7,27,5575.79,2024-06-06,0.14,Low,Yes
CL02722,Pioneer Services,Education,Central,Basic,Outbound,31,6,21.6,4,3,957.76,2025-11-03,0.518,High,No
CL02723,Quantum Enterprises,Education,North,Enterprise,Referral,11,24,91.7,6,24,7009.66,2025-09-10,0.06,Low,Yes
CL02724,Green Industries,Retail,West,Enterprise,Event,38,24,54.4,5,4,9246.0,2025-06-07,0.062,Low,Yes
CL02725,Quantum Solutions,Healthcare,Central,Premium,Partner,24,24,68.9,2,27,3886.69,2025-06-19,0.101,Low,Yes
CL02726,Apex Technologies,Healthcare,North,Enterprise,Marketplace,42,36,78.5,5,17,10521.69,2025-06-25,0.022,Low,Yes
CL02727,Omni Industries,IT Services,North,Premium,Referral,30,12,81.9,2,9,4129.0,2025-08-13,0.036,Low,Yes
CL02728,Pioneer Industries,Manufacturing,South,Enterprise,Referral,5,12,89.7,8,2,10903.92,2024-10-14,0.086,Low,Yes
CL02729,Vertex Enterprises,Manufacturing,Central,Premium,Inbound,52,12,61.4,8,21,3541.48,2025-11-19,0.276,Medium,No
CL02730,Omni Enterprises,Retail,East,Standard,Inbound,20,6,56.4,5,16,4157.18,2024-09-03,0.359,High,Yes
CL02731,Pioneer Enterprises,Education,East,Basic,Inbound,48,6,54.2,8,36,1021.31,2024-12-25,0.543,High,No
CL02732,Omni Industries,Retail,North,Standard,Inbound,19,6,49.2,11,16,2718.6,2025-03-05,0.515,High,Yes
CL02733,Orion Enterprises,IT Services,North,Premium,Referral,13,24,55.2,5,12,6194.5,2025-10-07,0.188,Medium,Yes
CL02734,Vertex Logistics,Construction,West,Basic,Inbound,8,6,27.4,5,22,1076.24,2025-01-08,0.737,High,Yes
CL02735,Apex Holdings,Construction,North,Standard,Inbound,18,12,31.3,4,15,2355.94,2025-03-03,0.644,High,No
CL02736,Sky Solutions,Education,East,Standard,Inbound,7,6,52.5,10,37,2137.51,2025-11-10,0.753,High,Yes
CL02737,Crest Manufacturing,Construction,Central,Standard,Partner,26,12,59.8,3,14,3703.93,2026-02-25,0.23,Medium,Yes
CL02738,Orion Logistics,Finance,North,Premium,Inbound,25,12,64.5,4,24,7414.72,2025-09-28,0.17,Low,Yes
CL02739,Vertex Services,Construction,West,Enterprise,Outbound,2,12,49.5,8,16,6484.39,2024-10-04,0.5,High,Yes
CL02740,Pioneer Logistics,IT Services,North,Premium,Outbound,19,36,80.3,7,15,3384.07,2024-05-17,0.028,Low,Yes
CL02741,Green Labs,Healthcare,East,Premium,Inbound,8,24,42.7,4,3,4942.0,2025-07-18,0.246,Medium,Yes
CL02742,Quantum Services,Manufacturing,North,Premium,Referral,34,12,44.4,5,11,4376.57,2025-07-12,0.208,Medium,Yes
CL02743,Prime Services,Manufacturing,West,Standard,Partner,16,12,48.9,2,4,3622.94,2025-02-17,0.183,Medium,Yes
CL02744,Pioneer Industries,IT Services,South,Basic,Event,31,6,44.0,7,14,1498.68,2025-08-08,0.517,High,Yes
CL02745,Green Technologies,Logistics,South,Enterprise,Outbound,32,24,80.1,6,8,8182.94,2024-04-13,0.079,Low,Yes
CL02746,Green Manufacturing,Education,East,Standard,Referral,44,12,47.2,1,31,1625.77,2026-02-21,0.269,Medium,Yes
CL02747,Blue Logistics,Finance,North,Basic,Marketplace,3,12,60.1,4,18,1233.25,2025-02-14,0.347,Medium,No
CL02748,Apex Industries,IT Services,West,Premium,Outbound,11,12,68.8,3,25,3915.22,2025-04-15,0.267,Medium,No
CL02749,Orion Enterprises,Telecom,South,Basic,Referral,34,6,52.4,3,6,1231.09,2025-03-21,0.369,High,Yes
CL02750,Vertex Healthcare,Logistics,West,Standard,Outbound,28,12,62.4,6,12,2161.38,2025-03-30,0.278,Medium,Yes
CL02751,Sky Labs,Healthcare,North,Basic,Partner,13,12,21.5,5,65,1153.5,2025-09-20,0.896,High,No
CL02752,Pioneer Services,Logistics,West,Basic,Outbound,19,12,36.0,8,21,1190.26,2024-04-19,0.649,High,Yes
CL02753,Orion Manufacturing,Manufacturing,North,Basic,Inbound,27,12,61.5,3,10,1391.52,2025-12-30,0.25,Medium,No
CL02754,Blue Healthcare,Healthcare,South,Basic,Inbound,14,12,30.9,4,9,1620.68,2024-11-03,0.621,High,No
CL02755,Quantum Services,Energy,South,Premium,Referral,6,36,52.9,7,25,5066.34,2025-05-28,0.215,Medium,No
CL02756,Crest Labs,Manufacturing,West,Enterprise,Outbound,30,36,75.0,4,10,5620.82,2024-04-09,0.014,Low,Yes
CL02757,Orion Labs,Retail,South,Standard,Partner,10,12,44.4,4,34,1683.88,2025-02-17,0.561,High,No
CL02758,Prime Networks,Energy,Central,Enterprise,Inbound,20,48,61.5,5,3,7461.44,2025-10-13,0.013,Low,Yes
CL02759,Omni Manufacturing,Logistics,Central,Basic,Referral,51,3,32.2,8,0,912.79,2024-10-12,0.548,High,Yes
CL02760,Nova Systems,IT Services,North,Standard,Referral,33,12,73.2,10,11,2951.89,2024-11-15,0.178,Low,Yes
CL02761,Omni Services,IT Services,East,Basic,Inbound,20,6,39.4,5,18,1334.04,2025-06-11,0.595,High,No
CL02762,Quantum Solutions,IT Services,North,Premium,Event,19,36,52.1,9,4,4489.15,2024-04-17,0.11,Low,Yes
CL02763,Green Industries,Logistics,South,Standard,Outbound,34,24,34.9,5,37,3155.96,2024-12-02,0.456,High,No
CL02764,Green Enterprises,Retail,West,Premium,Inbound,17,24,88.5,2,17,3560.62,2025-09-19,0.031,Low,Yes
CL02765,Quantum Enterprises,IT Services,East,Premium,Referral,49,36,65.3,8,28,3290.11,2025-06-29,0.063,Low,Yes
CL02766,Omni Systems,Construction,East,Premium,Outbound,31,24,64.2,7,28,3497.18,2025-03-30,0.189,Medium,Yes
CL02767,Crest Enterprises,Finance,South,Premium,Referral,36,12,56.7,5,5,2848.51,2025-04-29,0.161,Low,Yes
CL02768,Apex Holdings,Manufacturing,South,Enterprise,Partner,19,12,76.9,3,17,8194.02,2024-08-31,0.078,Low,Yes
CL02769,Sky Services,Finance,North,Standard,Inbound,20,12,71.5,9,22,1488.84,2026-01-18,0.199,Medium,Yes
CL02770,Omni Industries,Logistics,West,Standard,Event,12,12,45.2,6,27,2377.05,2026-02-23,0.559,High,No
CL02771,Omni Holdings,IT Services,East,Premium,Partner,13,24,73.5,6,37,5938.81,2024-06-25,0.213,Medium,No
CL02772,Crest Industries,Manufacturing,West,Premium,Event,14,24,46.1,7,29,4672.87,2024-04-22,0.383,High,Yes
CL02773,Pioneer Healthcare,Telecom,South,Basic,Outbound,27,12,64.3,4,7,1431.02,2024-07-02,0.207,Medium,Yes
CL02774,Pioneer Enterprises,Retail,South,Standard,Referral,16,12,53.2,5,18,2594.82,2024-10-14,0.301,Medium,Yes
CL02775,Sky Healthcare,Finance,South,Standard,Marketplace,17,24,49.0,9,15,2232.11,2025-07-30,0.31,Medium,Yes
CL02776,Quantum Holdings,Retail,North,Standard,Partner,16,24,46.4,13,8,1326.15,2025-03-24,0.349,Medium,No
CL02777,Nova Services,IT Services,South,Basic,Event,14,6,34.9,9,16,988.29,2024-04-07,0.762,High,No
CL02778,Blue Logistics,Manufacturing,West,Enterprise,Referral,10,24,67.5,6,28,9617.47,2025-02-28,0.119,Low,Yes
CL02779,Vertex Systems,Retail,Central,Premium,Outbound,5,24,32.6,7,18,4955.76,2025-05-07,0.424,High,No
CL02780,Quantum Solutions,Manufacturing,East,Standard,Partner,34,12,49.8,4,2,3348.34,2024-06-03,0.148,Low,Yes
CL02781,Quantum Systems,IT Services,South,Premium,Referral,36,12,66.3,6,3,3346.58,2024-04-29,0.1,Low,Yes
CL02782,Green Logistics,Telecom,North,Enterprise,Inbound,5,12,82.9,4,9,12655.92,2024-12-29,0.066,Low,Yes
CL02783,Quantum Technologies,Construction,Central,Basic,Inbound,19,6,25.7,8,69,797.7,2025-09-14,0.959,High,No
CL02784,Nova Holdings,Education,North,Standard,Referral,31,6,38.7,3,5,2304.0,2024-06-26,0.283,Medium,Yes
CL02785,Vertex Labs,Telecom,Central,Premium,Outbound,24,12,66.9,4,27,5343.21,2024-05-30,0.127,Low,Yes
CL02786,Pioneer Holdings,Manufacturing,East,Premium,Outbound,43,12,43.7,7,15,3550.26,2025-10-31,0.377,High,Yes
CL02787,Blue Holdings,Construction,South,Basic,Referral,43,6,33.7,5,35,1342.15,2024-09-01,0.606,High,Yes
CL02788,Prime Labs,Manufacturing,Central,Enterprise,Inbound,12,48,50.7,8,22,4477.68,2024-05-23,0.123,Low,Yes
CL02789,Crest Logistics,Construction,North,Standard,Outbound,49,12,60.4,8,47,1685.18,2025-12-19,0.397,High,No
CL02790,Sky Logistics,Construction,East,Standard,Outbound,11,24,55.2,6,29,1724.39,2024-12-02,0.402,High,No
CL02791,Pioneer Industries,Logistics,East,Standard,Event,19,12,41.9,5,14,2774.7,2024-12-27,0.475,High,No
CL02792,Nova Manufacturing,Construction,North,Basic,Inbound,19,6,39.9,6,11,1282.85,2026-02-02,0.554,High,Yes
CL02793,Blue Networks,Finance,South,Premium,Inbound,35,24,67.3,6,41,4950.56,2025-07-25,0.131,Low,Yes
CL02794,Vertex Manufacturing,Manufacturing,East,Enterprise,Partner,8,24,60.9,8,9,8687.6,2025-12-23,0.174,Low,Yes
CL02795,Crest Healthcare,Retail,West,Standard,Marketplace,14,24,25.7,3,18,3044.05,2024-10-05,0.338,Medium,Yes
CL02796,Vertex Industries,Finance,North,Enterprise,Referral,8,48,79.8,8,3,8116.37,2025-05-14,0.011,Low,Yes
CL02797,Pioneer Holdings,IT Services,Central,Enterprise,Inbound,36,24,68.5,4,4,8118.0,2025-01-31,0.041,Low,Yes
CL02798,Green Solutions,Logistics,North,Standard,Inbound,14,6,66.1,7,15,2297.9,2026-02-25,0.44,High,No
CL02799,Green Enterprises,Construction,South,Premium,Outbound,3,24,59.2,2,5,2863.98,2025-02-15,0.049,Low,Yes
CL02800,Quantum Services,Manufacturing,South,Standard,Partner,6,12,42.6,4,21,2803.45,2025-07-12,0.478,High,Yes
CL02801,Prime Industries,Education,North,Premium,Marketplace,20,12,81.6,4,4,2624.24,2024-07-23,0.051,Low,Yes
CL02802,Quantum Holdings,Energy,North,Basic,Marketplace,25,12,40.9,5,33,1205.24,2024-06-08,0.468,High,No
CL02803,Quantum Logistics,Construction,Central,Premium,Outbound,19,24,15.1,5,11,4603.33,2024-05-09,0.454,High,Yes
CL02804,Sky Networks,Construction,South,Basic,Outbound,16,6,26.2,13,35,1028.12,2025-04-19,0.943,High,No
CL02805,Apex Enterprises,Finance,North,Premium,Marketplace,22,36,49.4,9,20,3494.95,2025-11-25,0.182,Medium,Yes
CL02806,Pioneer Labs,Construction,North,Enterprise,Inbound,5,24,59.4,6,17,8071.9,2025-11-25,0.152,Low,Yes
CL02807,Blue Logistics,Education,West,Standard,Outbound,28,12,46.3,6,18,2446.33,2024-04-17,0.584,High,Yes
